-742,199,-348,6899.91500552566,-3420.42599470291,-16108.9486005086
-770,119,-426,7730.06154403861,-3255.65079030209,-13366.9025464516
-812,10,-558,6269.2381823832,-3650.93688796597,-10693.3723522875
-850,-163,-754,8006.81332649176,-3111.75010536794,-9294.54509362688
-886,-344,-925,5919.57923024934,-1071.18010823527,-8153.31224722306
-884,-472,-1015,3375.01053308087,1752.15472777474,-5018.09994492784
-818,-543,-964,-1273.70401256511,4370.9567228009,-3389.15655504478
-443,-681,-789,-3574.29069737033,6444.86513564036,1909.85064270243
228,-821,-537,-5307.80218794658,5390.7510226849,2314.41046562234
739,-938,-265,-5712.64810039016,485.569030358129,-769.451033006834
1134,-1100,-137,349.949088428913,-4134.26286798637,-5835.85164957204
1256,-930,-312,5136.57624716472,-6837.39273315843,-12157.5316515361
1039,-651,-517,4835.21555856738,-8057.80247054288,-19064.3540242733
761,-306,-538,3358.99682251652,-9221.2887050572,-17845.9041799646
527,31,-508,3634.31313462654,-7958.12509272466,-14708.7318180186
463,233,-546,4103.20941298785,-5894.41503367138,-10639.6699403641
499,251,-576,2242.2287993127,-3549.91266876961,-7114.01435213092
541,204,-556,1587.39536908175,-1704.6969358877,-5738.41370803268
536,208,-576,1123.19107592517,-94.6541391536643,-4840.50963087125
562,402,-605,423.786423196666,350.087026381608,-3475.48384279112
539,532,-639,1470.3011891832,1715.91378263994,-4403.51143967567
500,486,-676,-878.057445754809,2599.54856759831,-4253.86130226964
442,548,-654,-2784.51498246716,1717.24789467496,-3064.02533543658
396,456,-645,-2733.53315912238,701.463010116356,-2983.3109465013
353,462,-618,-2027.41340493017,1602.91427357855,-2888.85353294541
359,281,-557,-886.745823006276,26.6387036294823,-4744.37061009812
332,225,-539,907.029615046066,-1176.05940002708,-5966.44747896287
353,189,-485,2367.3847724148,-1725.4858115973,-7361.30346174538
371,203,-433,1628.49523113605,-2503.00824166891,-8524.95908797685
361,204,-350,2283.17786340099,-3959.79906743686,-9849.15164312981
325,178,-272,3458.46529894353,-4567.07536658868,-11434.3908768219
266,149,-207,4599.63243217425,-4517.57395216358,-12476.2042173411
163,84,-141,5154.055821781,-4884.14562562742,-13642.8409812769
28,24,-99,5442.76946251963,-4877.38289038664,-13487.7016474575
-114,-59,-60,5761.73900115398,-3788.68141048132,-11956.9099185499
-243,-111,-21,3416.75550397458,-3586.51615941404,-10021.9391725017
-355,-186,20,3172.07337951965,-2845.93494450131,-8447.3977973984
-511,-224,33,1506.09742559429,-2869.79854009327,-6225.99545138742
-675,-214,31,-719.254939711302,-2497.53134091092,-3808.9709251822
-854,-320,17,-2175.99331428977,-3115.84074223228,-3808.09189143592
-996,-392,9,-3216.08537571251,-539.326511667328,-1105.34761887503
-1102,-525,67,-6152.13664955923,248.522631894894,1209.14826213348
-1021,-424,188,-6152.4865860932,4050.33410221811,3491.3007374337
